,Anonymized Message,Avg_Valence,Avg_Arousal,Valence_Scaled,Arousal_Scaled
2170,Oh money... why are you such a pain in my ass.,4.0,2.5,-1.0,-2.0
2171,I lov listenin 2 lies wen i know the truth,4.0,2.5,-1.0,-2.0
2172,Im going to get all of my friends back how i dont know but it will happen,5.0,1.5,0.0,-2.0
2173,is tired and doesn't want to go to work tomorrow.,4.0,1.0,-1.0,-2.0
2174,mountains<3,6.0,1.5,1.0,-2.0
2175,<PERSON> the wild thing totally looks like seth green,5.0,1.5,0.0,-2.0
2176,Today my <PERSON> turned 11!  Happy Birthday <PERSON>:),7.0,4.5,1.0,-1.0
2177,how the f**k do i update my status?,4.5,4.0,0.0,-1.0
2178,I'm so sick and tired of being admired That I wish that I would just die or get fired And drop from my label and stop with the fables I'm not gonna be able to top what my name is And pigeon holdin' to some poppy sensations They cop me rotation at Rock 'N' Roll stations And I just do not have the patience To deal with this cocky Caucasians,4.0,2.5,-1.0,-2.0
2179,Beige!!!!!!,5.0,7.0,0.0,1.0
2180,"I dun like RTS,(",4.0,2.5,-1.0,-2.0
2181,If any body wants to play reach with me hit me up,5.0,1.5,0.0,-2.0
2182,"They're called 'fingers' but I've never seen them fing... oh wait, there they go!",5.0,5.0,0.0,0.0
2183,I wonder if I should trade in my clunker??? It seems like the right time...,5.0,4.0,0.0,-1.0
2184,I LOVE ALL MY HATERS!!!!!!!!!!!!!!!!,5.0,8.5,0.0,1.0
2185,"Thanx for all the birthday wishes everyone! Its been a great day, and its gonna be an even better evening!..dinner, drinks, dancing, karaoke..etc...and i get to spend it all with some great people! One of them being my very wonderful girlfriend who is spoiling me rotten already..lol. Thanx babe,i love you, your the greatest!...! Turning 35 isnt that bad after all =0).",8.0,5.0,1.0,0.0
2186,WTF WHY ARE YOU CHEATING IN A GAME OF THIS IMPORTANCE THAT WAS A CLEAN HIT ANYBODY COULD SEE THAT.YOU REFS ARE SORRY SACKS OF XXXX AND COULDNT CALL A PLAY IF YOUR LIFE DEPENDED ON IT.WHEN A RECEIVER CATCHES A PLAY AND GET HIT THAT IS FOOTBALL.IT AINT ALWAYS PRETTY IF YOU WANT PRETTY GO WATCH A BALLET.THE RAVENS ARE GOING TO START HURTING THE COLTS IF THE REFS DONT STOP CHEATING!,2.5,8.5,-1.0,1.0
2187,"So... why is it my faucet only puts out water. It needs more settings than hot or cold water. Like.. coke or... beer. YES!!! BEER!! my faucet needs to give me beer, any time i want it, any temp, any brand... YES!  *sigh* unfortunantly it's just a dream.",5.0,6.5,0.0,0.0
2188,Is currently sooo tired a few days without enough sleep and havin to go to work ain't no joke...I'm so happy they make AMP energy drinks*,5.0,3.0,0.0,-2.0
2189,thanks everyone for the birthday wishes! :D,6.0,5.0,1.0,0.0
2190,merf,5.0,1.0,0.0,-2.0
2191,Watching spirit stallion of the cimarron only to keep puting it on pause luckly ive seen 5 times now love the songs\\nshadow dragon,6.0,2.0,1.0,-2.0
2192,It starting to snow......,5.0,1.5,0.0,-2.0
2193,"Feel like im in a old school western movie, dam you fra!!",4.5,5.5,0.0,0.0
2194,nobody in d world can hv a crystal clear heart becoz every one's heart has sum scratches scribled by their loved ones........,4.0,3.0,-1.0,-2.0
2195,"Beginning of August, and the Tigers are in their usual second half of the season death spiral.  Turned off today's game at 12-1 in favor of the Sox",4.5,1.5,0.0,-2.0
2196,Thanks again everyone for birthday messages,5.5,1.5,0.0,-2.0
2197,Great class on the hero's journey.  We watched Stars Wars. Makes for such a good night.,6.0,1.5,1.0,-2.0
2198,well today was better than i expected(: tomorrow's gonna be better,6.5,2.0,1.0,-2.0
2199,I are be so tyred... I so be wanting to go to bed earliest.  I are also be missing Bloemfontein and all the friends I has been having... two sleeps and I are be off to my City of Roses...,4.5,2.0,0.0,-2.0
2200,Love my new shoes!!!,6.0,6.0,1.0,0.0
2201,Girls are like Drano...,5.0,2.0,0.0,-2.0
2202,to all the fb family thanks for you bday wishes,5.5,1.5,0.0,-2.0
2203,Is feeling especially racist against Americans today now that they've fucked up skins!!THE IGNORANCE!!!!!!!!:'(,3.0,9.0,-1.0,1.0
2204,I hope.....,5.0,2.0,0.0,-2.0
2205,"has just be to the carnival with Louise n Tarron, Dad n Jayden. Been running round after Jayden an am knackered but Jayden enjoyed himself bless him.",5.5,1.5,0.0,-2.0
2206,i like to wish everyone a very happy valentines day,6.0,1.5,1.0,-2.0
2207,Wanting to wish my husband a Happy Birthday!!!,6.5,6.5,1.0,0.0
2208,My friend goin to the winter olympics,5.0,1.5,0.0,-2.0
2209,Way too cold to do anything but stay in the house and work from the computer!!!,5.0,6.0,0.0,0.0
2210,<3 **,6.0,1.5,1.0,-2.0
2211,Little Acts Of Kindness Can Add Up To A LIFETIME Of HAPPINESS~<3~,7.5,4.5,1.0,-1.0
2212,finished with german project!,6.0,5.0,1.0,0.0
2213,"enjoyed family time in the STL. LOVE you ALL, but glad to be home ;)",7.0,4.0,1.0,-1.0
2214,Life always have a lessons....Life is my school,5.0,2.5,0.0,-2.0
2215,LOL,5.0,2.5,0.0,-2.0
2216,"sittin at home with my lil man waiting for him to take a nap, nothin to do today hit me up",5.0,1.5,0.0,-2.0
2217,A little boy today: Four,5.0,1.0,0.0,-2.0
2218,i thought i had mono for and entire year one time... turns out i was just really bored,5.0,2.0,0.0,-2.0
2219,where bellvedear?,5.0,1.5,0.0,-2.0
2220,went roller blading for 4 miles today! a little tiring and havent gone rollerblading since middle school.. totally flew in the ditch lol,6.0,4.5,1.0,-1.0
2221,Is doing compo now.,5.0,1.5,0.0,-2.0
2222,"Automobile for a man and cosmetics for a woman goes through same analytical        process before buying\ - Prof Dutta         Sorry bansal but simply loved it so copying :P\""""",5.5,2.0,0.0,-2.0
2223,"eatin pizza, cought on fire welding.... running out of pizza.....finally 16",5.0,2.5,0.0,-2.0
2224,The heart is the only broken instrument that works .,5.0,1.0,0.0,-2.0
2225,going to work soon. Life is good!,7.0,5.0,1.0,0.0
2226,"Boy oh boy what am I getting myself into... going on an excursion\ with Adam's parents today... not sure what that means but hope its not them taking me out in the woods to kill me off...\""""",4.0,3.5,-1.0,-1.0
2227,no substitute 4 d real thing... oh yeah!!!,5.5,6.0,0.0,0.0
2228,100 SUBSCRIBERS REACHED ON YOUTUBE THANK YOU FOR YOUR SUPPORT!!!!! :D,6.5,8.5,1.0,1.0
2229,Rafael Van Der Vaart is keen on joining United.,5.5,1.0,0.0,-2.0
2230,"Rain, rain, go away come again another day...",4.0,2.0,-1.0,-2.0
2231,"happy navratras to all ,,,,,,,,god bless all with happiness ,health and luck",7.5,2.0,1.0,-2.0
2232,Come back in a couple hors and ill have more for ya!,5.0,6.0,0.0,0.0
2233,Ready to get home with <PERSON> and get our snuggs on.,5.5,1.5,0.0,-2.0
2234,is done done done! Now to just pack...,5.5,5.5,0.0,0.0
2235,thanx po sa greetings..,5.5,2.0,0.0,-2.0
2236,Just watched Ghost of a girlfriends past. It was really cute!!!,6.0,6.0,1.0,0.0
2237,It <PERSON> Bd she is 36 wow thats OLD.,5.0,2.5,0.0,-2.0
2238,eng2 :((,4.0,2.5,-1.0,-2.0
2239,"I was in the pub with the missus last night, and I said, I love you.\ 	She said""",5.0,1.5,0.0,-2.0
2240,OMFG I AM FREAKING OUT IS THERE ANY ONE HERE THAT KNOWS ANYTHING ABOUT BUILDING THE MAJOR OR PERFECT INTERVALS????? BUY SUPPLYING THE UPPER NOTE,3.5,7.5,-1.0,1.0
2241,no man ! i love g.... & u know it well .(peace & love thats the spirit),6.0,5.0,1.0,0.0
2242,Team ThreeSome! If that was Not in Vapires Suck then I'm officaly the God of Comedy Confrim or Deny,5.0,4.5,0.0,-1.0
2243,"My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work, ever!!  I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  LOL!!  I LOVE MY FAMILY!!",8.0,7.0,1.0,1.0
2244,"Steve Holt is a bastard, the guy doesn't even know his own father, what else dont we know about this guy?",4.5,3.5,0.0,-1.0
2245,I <3 <PERSON>!,6.5,5.0,1.0,0.0
2246,getting ready to go up snowboarding @ <PERSON> can't wait!,6.0,5.5,1.0,0.0
2247,Things turn out best for those who make the best of the way things turn out,6.0,1.5,1.0,-2.0
2248,"The difference between try and triumph is a little 'umph'.\\""""",5.5,1.5,0.0,-2.0
2249,"WHY CANT I WRITE ON Slamuel Braza's WALL?????? idk. but, heyyy!",5.0,6.5,0.0,0.0
2250,"People do stupid sh*t every day and believe it's okay, so really what is one more when we have trampled so many already. My saying is You have the right to do whatever you want as long as your willing to accept the consequences.\ If not ohh well""",4.5,3.5,0.0,-1.0
2251,I know a place where the grass is always greener,5.5,1.5,0.0,-2.0
2252,aparantly there is a shortage of colgate every body chuppzin,5.0,2.0,0.0,-2.0
2253,a few drinks with my cousin diane...and am out! check back in tomorrow after the beep. BEEP!,5.5,4.5,0.0,-1.0
2254,"i am selling a dell computer and printer if anyone is int,  desktop flat screen about 5 years old hardly been used, $150.",5.0,1.0,0.0,-2.0
2255,Help\\n,5.0,1.5,0.0,-2.0
2256,"I'm rockin the drums today and bowling tonight... gonna be a great day, me thinks!",6.5,5.0,1.0,0.0
2257,is Done!!!!,5.5,6.5,0.0,0.0
2258,YANKEES WIN!!!!,6.5,8.0,1.0,1.0
2259,"tell me when the pain is over, its been there too long im bored of it",3.0,1.5,-1.0,-2.0
2260,Dreading have to stand for 24hrs this weekend but looking forward to seeing <PERSON> on friday!  Yay <PERSON> for winning us tickets!,6.0,4.5,1.0,-1.0
2261,"I am gonna buy a leather jacket and some really dark glasses, then im gonna get my left ear peirced, and my nose peirced, and a lip peircing ( actually thats overkill cut that out) but anyway theres nothing you can do about it. HA !!!",5.0,4.5,0.0,-1.0
2262,friends..my very first power party is going on at my place..please come ..all are invited..your presence as guest is most important..with regards love Exceptional..(all your :)) <URL>,6.0,3.5,1.0,-1.0
2263,Less than two hours until my Grandma's surgery.,5.0,1.5,0.0,-2.0
2264,Oh to a green lump of putty i found in my armpit one midsummer day,5.0,1.5,0.0,-2.0
2265,"Just got back from snowboarding, and is still struggling to sit down. Wipe-outs hurt....A LOT. many thanks to<PERSON> for lending the gear. it works great and kept me nice and toasty on a very cold day on the slopes.",5.5,2.0,0.0,-2.0
2266,"Can't even think straight, tomoroow is move-in day.",4.5,1.0,0.0,-2.0
2267,wants a day off of work....,5.0,2.0,0.0,-2.0
2268,Today is my last day in the states for a bit. China (for real this time).,5.0,1.5,0.0,-2.0
2269,woo Go paul the octopus hes a legend congrats chuckie XD XX,6.0,3.5,1.0,-1.0
2270,"<PERSON> + Chatt town & Knoxville = fun times on my birthday!! ,)",6.5,5.5,1.0,0.0
2271,"and on January 23, 1995 at 2:30 a.m. NEMMC......God said let <PERSON> be born unto two parents.  That was 15 years ago....but tonight at 2:30 im looking for that same miracle.",6.5,2.5,1.0,-2.0
2272,"My Junior having fever, cold, dry cough and runny nose. I am so worried and concerned. (sigh!!!)",3.0,5.0,-1.0,0.0
2273,Up and already at work... I am normally just now waking up. Lol,5.0,3.0,0.0,-2.0
2274,We all need to break free from the grip that Satan has on us and don't say he dosen't have a grip on you.,4.5,2.0,0.0,-2.0
2275,on the 31st ev drink responsibily ...! but do enjoy ...! cheers ...!,6.0,5.0,1.0,0.0
2276,"HURRAY,ONLY MATHS LEFT NOW!!!!!!!!!!!!!!! ITS TIME TO  FREAK OUT!!!!!!!!",7.0,9.0,1.0,1.0
2277,Busy working on the North Slope of alaska its so beautiful and diff. here like never you could ever see anywhere else. But i still miss my family,5.5,1.5,0.0,-2.0
2278,You have to see this! A simple town competition ends a 8 year marriage! <URL>,4.5,5.0,0.0,0.0
2279,"Got my class schedule.	i have my shop and theroy, along with reading strats, english, psychology, inter Alg, biotec/Mic and spanish I",5.0,1.0,0.0,-2.0
2280,Thanks everyone for the Birthday wishes! It was a great b-day!,7.0,5.0,1.0,0.0
2281,At the airport. It smells like old ppl in here:(,4.0,2.0,-1.0,-2.0
2282,hey everyone who wished me happy bday thanks so much so i dont have the time to send a response 2 everyone but thnx again,6.5,2.5,1.0,-2.0
2283,Why can't exs just DIE after you are done with them!?!?!?LOL......seriously!!!!!!!,2.5,8.0,-1.0,1.0
2284,Tomorrow is a brand new day to attend service at 3.30pm. Yeah! I feel very excited to attend on Saturday afternoon. :),7.0,5.0,1.0,0.0
2285,Go USA!!,6.0,5.5,1.0,0.0
2286,Just got back from the Rennissance Festival up in Minnesota with my brother.  He has videos... He will likely be blackmailing me shortly on facebook and myspace with them... Ill be posting pics\\vids or at least links as they become available.,5.0,2.0,0.0,-2.0
2287,<PERSON> STOP sending me friend suggestions it's driving me crazy XP,4.0,4.5,-1.0,-1.0
2288,<PERSON>..i want my money back....,4.5,2.5,0.0,-2.0
2289,"Thoughts for the New Year:  God won't ask how many promotions you received, but He'll ask how you promoted others.",5.5,2.5,0.0,-2.0
2290,Fucking great weekend. Had fun with friends then did absolutely nothing.,6.5,3.0,1.0,-2.0
2291,on the phone with Tyler Bascle:))) <3,6.5,3.5,1.0,-1.0
2292,Oh son of a... NOW i see why <PERSON>said Cellular Regeneration was gonna be hard to explain... =\\,4.0,3.5,-1.0,-1.0
2293,why is the fucking internet so slow!,3.5,5.5,-1.0,0.0
2294,Studying... at work...,4.5,2.0,0.0,-2.0
2295,"I'm so so so so so so so happy because they are making Wicked\ into a movie for 2010!!!!!!!\""""",7.5,7.5,1.0,1.0
2296,It went from lol to lmao to lmmfao to lmmmaaigjdhfffkfkfgigigg....  I don't have a masters in code tactician/hacker/etc...,4.5,3.5,0.0,-1.0
2297,hi peoples,5.0,1.5,0.0,-2.0
2298,<PERSON>     Facebook just got gorgeous.,6.0,2.0,1.0,-2.0
2299,Halloween Party tonight!!!,6.0,6.0,1.0,0.0
2300,"you cant handle my stories ,) haha",5.5,3.0,0.0,-2.0
2301,"Looking for a good guitar, I'm a beginner, any recommendations?",5.0,1.5,0.0,-2.0
2302,"We are offering PC or Laptop reformat,Troble shooting, research and typing job!!",5.0,5.5,0.0,0.0
2303,"phhheewwww, we finally found a place!!",6.0,5.5,1.0,0.0
2304,nite all,5.0,1.0,0.0,-2.0
2305,Ready for a brand new year!   I can't wait to visit my second family in El Paso next week!,7.5,5.5,1.0,0.0
2306,Good Night!,5.5,4.5,0.0,-1.0
2307,"I've made up my mind...It's time for a new beginning...I'm living my life, yeah There's a new day coming...I'm getting ready for a change Yes, I am....Gotta keep on running....Gotta be a better way Yes, there is :) :)",7.0,4.0,1.0,-1.0
2308,"funny how i hit thirty and i get allergies, wrinkles, saggy boobs, etc...... i do drugs for 15 years and not a damn thing happens!!!?????",3.0,6.5,-1.0,0.0
2309,gimme some siomai babeeeh....,5.0,2.0,0.0,-2.0
2310,"Let me just quote the late-great Colonel Sanders, who said...I'm too drunk to taste this chicken.\\""""",5.0,1.5,0.0,-2.0
2311,My new crazy family: Daddy Limbad Mommy Inez Kk Ryan Kk Joko meeee Dd Fiona Dd Vickshiong Dd Steven Dd Joshua,5.0,1.5,0.0,-2.0
2312,"<PERSON>took me to lunch and a movie for my birthday (we saw Zombieland- awesome!) Mom and Nana took us to Ezell's for dinner for my birthday.  It was a good day, even though it feels weird to be 31.",6.5,3.5,1.0,-1.0
2313,Thanks for the birthday wishes.  Dinner at Chili's in Jonesboro and cheesecake for desert...not a bad birthday.,6.0,2.5,1.0,-2.0
2314,"FACEBOOK EXPERIMENT- if you are reading this, whether we do or don't speak often, post a comment of your first memory of you and me. When you've finished, post this paragraph on your own status; you'll be surprised what people remember about you....",5.0,2.0,0.0,-2.0
2315,ya we had the best fathers day ever............ i luv u daddy...... gud nite facebook.....,7.5,2.5,1.0,-2.0
2316,I'm gonna have to re-order mw2 from someone else on eBay,5.0,1.0,0.0,-2.0
2317,"when it comes to pass a test, kindergarten is the best",5.0,1.5,0.0,-2.0
2318,"has decided his kid will be called, <PERSON>..",5.0,2.5,0.0,-2.0
2319,"Search deep into your mind,        And answers you will find,        Until you meet that special someone,        Then your soul becomes undone,        In the bliss it was so pure,        You could Have dreamed of nothing more,        But then we trek until the end,        To find that on only ourselves can we depend.                How do you like my original poem :P Seriously.........................",5.5,2.0,0.0,-2.0
2320,HAPPY BIRTHDAY <PERSON> love ya i hope u have a great day well at leaast try 2 bye,7.0,4.0,1.0,-1.0
