Arousal, Phrase
6.5, "India Foxtrot Yankee Oscar Uniform <PERSON> Alpha November Uniform November Delta Echo<PERSON> Sierra Tango Alpha November Delta Tango Hotel India Sierra,<PERSON> Oscar Papa Yankee Alpha November Delta Papa Alpha Sierra Tango Echo Tango <PERSON> Yankee Oscar Uniform Romeo Sierra Tango Alpha Tango Uniform Sierra!!!"
6.5, "Is all good the weather man got it all wrong,thank god!!!!!"
6.5, "is going to do some cleaning around this house go throught the girls clothes, what fun today!!!!!!!!!"
6.5, "Last night was amazing! Not only did I see Anthony Rapp and Adam Pascal's LAST performance of RENT, but we also ended the night at 3 Fires Lounge were the whole cast was celebrating!"
6.5, "little bit drained, alittle bit pumped... but mostly ready to crawl under the sheets!!! FUN??"
6.5, "Marrey Christmas! I hope everyone has an astounding day, and gets tons of loot!!!"
6.5, "not sure if this is bad parenting (or over-care) but i think aidan has a dickie do\ and it is adorable! i love round bellies on toddlers!!! LOL!\"""""
6.5, "Ok seriously, where did the heat go and what's up with this crap calling itself July?!"
6.5, "omg, y is life so difficult??? when one door closses another one opens, well where the f*** is the other door..."
6.5, "PRAYER ALERT!! For a FB friend's daughter AUDRIN KING. Hold the family up in prayer today. Her 2 year old daughter was just diagnosed with Stage 4 cancer. If you see this post, even if you dont know her, God knows... Please post to your profile for 1 hour and say a prayer for the little girl and God Bless you for doing it! (How could any mom NOT repost?) PRAY, please!!!!"
6.5, "Should be completely done painting, decorating and unpacking this weekend! Then its time for a HOUSE WARMING party...and drinks will be a flowin!!!..LOL"
6.5, "Shout Out To Melpo !! Love The 4X0T308Look , You FULLY Rock =P Cyaaz In English !!"
6.5, "So I  just took all of my son's toys and his tv out of his room.... for the hundredth time! Once again, he's left with nothing but his bed and dresser. He's so bad all the time, will he never learn how to behave?!"
6.5, "So... why is it my faucet only puts out water. It needs more settings than hot or cold water. Like.. coke or... beer. YES!!! BEER!! my faucet needs to give me beer, any time i want it, any temp, any brand... YES!  *sigh* unfortunantly it's just a dream."
6.5, "thanks ******_!!! ,]"
6.5, "Thanks for all the B-day wishes.  Unfortunetly, I've been sick since then.  But I'm better now and just in time to leave tomorrow for PUERTO RICOOOO!!!"
6.5, "The play last, night was soooo long but it was really good!!! :)"
6.5, "They just robbed that man on So You Think You Can Dance\!!!!\"""""
6.5, "thinks that for girls, boys are easily found. But GIRLS don't realize they need MEN!!"
6.5, "Vegas tomorrow, KU on monday!!!!"
6.5, "WHY CANT I WRITE ON Slamuel Braza's WALL?????? idk. but, heyyy!"
6.5, "Yes, I finally did it!!!"
6.5, ... just signed the lease! Officiallly living with my girl <PERSON> for next year! yayyy!
6.5, <PERSON> going with <PERSON> today is like going into a gun fight with a spoon. LETS GO YANKEES!
6.5, BORED..............!!!........Ã¢â€”â€¢Ã¢â‚¬Â¿-
6.5, Christ on a bike... when will this cold go away?!?!
6.5, Crisis! I have run out of Marmite!!!! :-(
6.5, Damn it's hot!!!
6.5, getting heart broken is the worst thing ever!!!   :(
6.5, God is real and so is his love!!!
6.5, haha jane your the only mate bawbag deleted!!!! pmsl hun.xxxxxxxxxx
6.5, high tea!!! =)
6.5, holy fuck its supposed to get up to the 90s for the weekends :P
6.5, I AM SO TIERD OF THIS JERSEYSHORE SHIT.THEY NEED TO BRING THOSE CAMARAS TO MY NECK OF THE WOODS I WILL SO THEM REALITY.
6.5, I can't believe Michael Jackson is dead! ):
6.5, I hope everything goes well!!! Haaaaayyyyyyy.........
6.5, I just scored 217488 in Mega Jump!!! Beat that! <URL>
6.5, I love this music video!!! <URL>
6.5, I might have the flu!! Yay (not)      UGH!!!
6.5, I saw this guy acting like his SWAG was on full attack when he was just FUBU (FAT UGLY BLACK & UNCOMFORTABLE) DWL! Rite Chenees Beckford? LMAO!
6.5, i want to thank all my wonderful friends and family for my birthday wishes. Yall are the BEST!!!!!
6.5, I=) Has a great b-day week!!! Thanks everyone!
6.5, if i smoke weed for the next 90 days i got to jail for 6 months. FML!!!!
6.5, im madly in love with tory seeley!!! <3Ã¢â‚¬Å’
6.5, is at home for 3 days with a sprained hand ugh!!!! this sucks
6.5, is Done!!!!
6.5, ITs great morning to hit the gym!!!!
6.5, Its mah birth-day!!!!!
6.5, Its only right to root for the only Manning left.  GO COLTS!!
6.5, Kudos to you Mom!! I'm really happy something good has finally come your way!! Love You!!
6.5, less than a month to go.....yahoo!!!
6.5, makaboring!!!! work na2man
6.5, MD Psychiatry......   yipppeee!!!!!!
6.5, Merry Christmas Everyone!!!
6.5, missing my girls!!!!
6.5, Mmmm cinnabon cereal!!!
6.5, Mommy's comming back from Oregon.... yay!!
6.5, moving to forest lake!! YEAH
6.5, my birthday sucked!!!
6.5, My birthday was Saturday It was great! Finally 18!!
6.5, my girls are finally coming home after being gone for five and half weeks!!! no more late night parties!
6.5, Now on transit in Dubai...8 more hours to HOME!!!!  Thanks to all the well wishers! :O)
6.5, OH MY GOSH!! Range was nerve racking!! But I must say my car was pretty sexy! :}
6.5, Ok ppl am reelasing Flo rida - Right roung ( Tribo Elctro rmx) today... watch this space!!!
6.5, One mo gen upportin one of ma boyz as they take dat plunge BEST WISHES <PERSON> AND <PERSON> Im honored to stand with you as you embark on the next chapter in your life.  LOVE YOU GUYS LIKE A PLAY COUSIN!
6.5, P-A-R-T-Y !
6.5, p.s.  that had to be the longest wedding EVER!
6.5, Partey!!! <3
6.5, Ready to have a great weekend!!!!     =)
6.5, saw paranormal activity yesterday and it was awsome!!! not as good as i thought but amazingly real :D!
6.5, Sct rokkz.... Strike again!!! Lol.. :-D
6.5, shocking!!! XD
6.5, Shot out to all the mommies out there HAPPY MOTHERS DAY!! Hope everyone of yall have a blessed and wonderful day
6.5, Thank you very much for all the lovely wishes guys!!!! :) :-*
6.5, THanks everybody !!!!!!!!!!!!
6.5, thanks for all the birthday wishes yall!!...... srry im alil late on the thank u's!
6.5, Thanks for all the birthday wishes... love you guys!!!
6.5, Thanks for all the wonderful Birthday Wishes!  I am having a great day with my most precious gift ever!!
6.5, Thanks for the LOVE guys.  I had an AWESOME Birthday.  Im 28 years wise!  LOVE YALL!!!!
6.5, The after b day concert at the house of blues was rockin!!!
6.5, this week went by too slow =/ finnaly FRIDAY tomorrow WHOOP WHOOP here i come KNOTTS! =D
6.5, Wanting to wish my husband a Happy Birthday!!!
6.5, We're back in Sydney!!! Soooo good to see our fam. Still plenty more people that we miss to see!!
6.5, whew got this day over with..off the nxt 2 days!!! ...my lil man doesnt have strep jst viral gotta run its coarse !!! thanx god !
6.5, WiShIn YoU a VeRy Happy Valentinez Day guys n Galz....!!!!
6.5, WOOO 4 more days till craziness reaches a whole new level!! <3
6.5, Wow! Fun wedding =P Congradulations <PERSON> and <PERSON>!
6.5, yipeeeee !
6.5, yo mamma is so stupid she sat down on theÃ¯Â»Â¿ tv and watched the couch HAHAHA!! just heard this today!! xD no offense to the moms but this is hilarious
6.5, You call can now call me.... The Weedman!!!!!
6.5, you just got F'd in the A!!! lol
7.0, "BEFORE THE END OF 2009, YOU AND I SHOULD __________________! SEND ME YOUR ANSWER (BE HONEST, DOESN'T MATTER WHAT IT IS)"
7.0, "Getting over painful experience is much Like crossiiing monkey bars. you have to let go at some point in order to move forward.\ :) --TARAAAAAYYY!\"""""
7.0, "Happy for someone, although hearts crying loud. Told meself this will happen sooner of later. You stupid f***...you followed your heart again! This is what you'll get for ignoring the truth. They say Truth will set you free.\ but they didnt say it'll also beat the heck out of yo' ass. Happy...but hurting. Still here...still here. FOR YOU! Tnx\"""""
7.0, "I think my arm just fell off, 5 games 3 days with no ice is not good!!"
7.0, "im going to dance camp again!,yes!!!!!! just cuz i graduated doesn't mean the team can get rid of me :)"
7.0, "It's exciting to get a new washer, but not so exciting to clean up the inch of water that flooded our utility room, kitchen, and dining room!  Thanks <PERSON> and <PERSON>for installing the washer WRONG!!!"
7.0, "My mom is absolutely the greatest mom in the whole world!!  She sent me flowers at work today!!  I have never had flowers delivered to me at work, ever!!  I gotta give some credit to my sister and neice who helped her pick them out.  And my dad because the money came out of his wallet.  LOL!!  I LOVE MY FAMILY!!"
7.0, "Okay, school being out isn't so bad...... been able to sleep 3 extra hours is AWESOME! Getting up @ 8 am is better than 5!"
7.0, "PHONE NUMBERS IS NOW ON FACEBOOK!! NO JOKE... Go to the top right of your screen, click Account then Edit Friends. Go to the left side of your screen and click Phonebook. Everyone's phone numbers are now being published. Please repost to let your ...friends know this is happening so they can remove their        number..        SCARY STUFF"
7.0, "so we got to elkins high school late, had to set up with all the middle school already there, played a good concert, waited around for about a half an hour, played another one, went to walmart, got free food, went back, packed up, and went home, it was a looonnnggggg day!!!!! :D"
7.0, "Thank you all so much for the prayers and support! Its great to be back home! The trip was amazing and alot of good was done. It is to no one's credit, but Jesus Christ. To Him be the glory!"
7.0, "Well, at least ND won today. GO IRISH!!!"
7.0, "When it is said that New Dog Food is having improved nutrient level and good taste, WHO TASTE'S IT?????????????"
7.0, "When you've been blessed it feels like heaven!\\"""""
7.0, "wish the wind would stop blowing I am so sick of winter, just want to get up and go to the lake!!!!!"
7.0, 14 FINALLY!!!! lol
7.0, 24th birthday is now officially: BEST BIRTHDAY EVER
7.0, ah its nice to be back in Sheptown--back to the grind tomorrow. also if you haven't seen Sherlock Holmes do it NOW it was AWESOME!!!!
7.0, Almost feeling better!! damit hurry up already with this cold!!! so I can drink this weekend!!
7.0, bad hair day :\\ whatever ima bring ppl cookies! n make em happy!! YAY!
7.0, BEEN A BETTER DAY TODAY MUCH BETTER.FEELING BETTER AN ITS A NICE DAY OUT!!
7.0, Beige!!!!!!
7.0, Bowling League tonight....GO THUNDERBALLS!
7.0, can't wait for thanksgiving and also to see what my daughter thinks of all the lights and decorations of christmas!! she will also be 7 months old!!
7.0, Cant wait til December 10 to see my new man!! YAY!!!
7.0, CARE TO BE MY NEW FRIEND?
7.0, College Night is Tonight @ Cabanas!! $1 kamikazes and $2 well!! Plus live performances from Schofield!! Let's get crazy!!
7.0, Come back in a couple hors and ill have more for ya!
7.0, Common tests are 0000vvverrrrrrrr :DDDDDDD
7.0, counting down the last  33 minutes of my birthday with my bestie sleeping over! Lots of love out there to everyone!
7.0, Damn it! I forgot about daylight savings!!!!!!
7.0, don't you hate it when you want nothing to do with someone and they just keep coming back no matter what you do? It drives me crazy!! Will they ever get the hint.
7.0, fun in the sun!!
7.0, Had a great day at training today and looking forward to the next and then a busy night and then its FRIDAY!!! Ok so nothing really cool planned but still.
7.0, Had dinner with my mommy & watched two movies!!
7.0, had forgotten how much fun the kids are - especially in PE! I am exhausted!!
7.0, Happy Happy Happy !!!!
7.0, Has decided that her new friend has it out for her. I think she wants to kill me!!
7.0, hates naggers!!!
7.0, Hmmm had a pretttyyy good day. Moved wood and scooped cow crap! yay!!!!! haha! well at least i getta go shopping tomorrow!! :) yay yay!!
7.0, holy geez. thank you all SO MUCH for all the birthday wishes! it was a bit overwhelming! amazing! it's definitely been an excellent birthweek! so many well wishing and humbling moments and beautiful everything!
7.0, Hope I'm Having a girl this time!!!!
7.0, I am the luckiest person in the world to know so many fantastic beautiful people - loves to you all!!!
7.0, I DID NOT WANT SNOW AS A BIRTHDAY GIFT TODAY...... I WANTED A PONY......
